date,village_id,village_name,district,state,ph,turbidity,chlorine,bacteria,rainfall_mm,temperature_c,humidity_percent,daily_cases,cases_lag_7d,cases_lag_14d,rainfall_3d_sum,turbidity_7d_mean,chlorine_bacteria_ratio,risk_score,outbreak_risk_target
2024-01-25,VIL-007,Najafgarh,South West Delhi,Delhi,7.83,1.8,0.242,30.9,0.0,30.9,66.6,3,1,2,0.0,3.96,0.00759,0,0
2024-01-26,VIL-007,Najafgarh,South West Delhi,Delhi,7.83,5.01,0.537,27.5,0.0,32.7,74.0,2,3,1,0.0,4.56,0.01884,25,0
2024-01-27,VIL-007,Najafgarh,South West Delhi,Delhi,6.87,2.21,0.331,61.9,14.2,28.0,80.7,2,2,1,14.2,3.97,0.00526,0,0
2024-01-28,VIL-007,Najafgarh,South West Delhi,Delhi,7.28,1.7,0.328,5.4,3.0,23.4,71.6,3,0,1,17.2,3.05,0.05125,0,0
2024-01-29,VIL-007,Najafgarh,South West Delhi,Delhi,7.99,0.2,0.589,7.1,0.0,31.0,77.2,0,1,1,17.2,2.91,0.07272,0,0
2024-01-30,VIL-007,Najafgarh,South West Delhi,Delhi,8.02,0.2,0.634,61.2,0.0,30.0,80.7,2,0,2,3.0,1.91,0.01019,0,0
2024-01-31,VIL-007,Najafgarh,South West Delhi,Delhi,6.57,2.77,0.593,65.7,0.0,30.1,60.2,1,4,4,0.0,1.98,0.00889,0,0
2024-02-01,VIL-007,Najafgarh,South West Delhi,Delhi,7.46,0.21,0.291,27.0,0.0,23.5,97.6,0,3,1,0.0,1.76,0.01039,0,0
2024-02-02,VIL-007,Najafgarh,South West Delhi,Delhi,7.35,3.74,0.243,10.3,0.0,26.4,66.1,1,2,3,0.0,1.58,0.0215,0,0
2024-02-03,VIL-007,Najafgarh,South West Delhi,Delhi,7.66,2.73,0.186,141.2,0.0,25.2,81.2,2,2,2,0.0,1.65,0.00131,55,1
2024-02-04,VIL-007,Najafgarh,South West Delhi,Delhi,7.85,1.71,0.082,3.5,0.0,30.6,61.4,4,3,0,0.0,1.65,0.01822,20,0
2024-02-05,VIL-007,Najafgarh,South West Delhi,Delhi,6.48,3.46,0.182,82.1,0.0,30.7,76.3,2,0,1,0.0,2.12,0.00219,20,0
2024-02-06,VIL-007,Najafgarh,South West Delhi,Delhi,6.69,13.92,0.197,9.8,12.3,28.8,76.8,2,2,0,12.3,4.08,0.01824,45,1
2024-02-07,VIL-007,Najafgarh,South West Delhi,Delhi,7.64,0.79,0.123,65.9,0.0,32.9,94.9,2,1,4,12.3,3.79,0.00184,20,0
2024-02-08,VIL-007,Najafgarh,South West Delhi,Delhi,7.19,2.28,0.077,70.8,18.2,35.0,72.2,4,0,3,30.5,4.09,0.00107,20,0
2024-02-09,VIL-007,Najafgarh,South West Delhi,Delhi,5.76,5.18,0.115,106.0,0.0,30.4,90.6,2,1,2,18.2,4.3,0.00107,80,2
2024-02-10,VIL-007,Najafgarh,South West Delhi,Delhi,6.1,0.2,0.341,32.7,0.0,31.7,78.5,2,2,2,18.2,3.93,0.01012,0,0
2024-02-11,VIL-007,Najafgarh,South West Delhi,Delhi,7.5,0.64,0.429,1.4,0.0,26.8,97.2,1,4,3,0.0,3.78,0.17875,0,0
2024-02-12,VIL-007,Najafgarh,South West Delhi,Delhi,7.6,2.06,0.413,108.3,6.0,26.1,53.6,3,2,0,6.0,3.58,0.00378,35,1
2024-02-13,VIL-007,Najafgarh,South West Delhi,Delhi,6.29,2.25,0.256,38.2,0.0,33.0,80.8,4,2,2,6.0,1.91,0.00653,0,0
2024-02-14,VIL-007,Najafgarh,South West Delhi,Delhi,7.76,0.25,0.287,122.1,11.0,25.5,42.9,2,2,1,17.0,1.84,0.00233,35,1
2024-02-15,VIL-007,Najafgarh,South West Delhi,Delhi,6.98,1.47,0.416,97.2,9.3,31.8,74.3,1,4,0,20.3,1.72,0.00424,0,0
2024-02-16,VIL-007,Najafgarh,South West Delhi,Delhi,6.49,2.05,0.385,44.8,0.0,35.9,87.3,1,2,1,20.3,1.27,0.00841,0,0
2024-02-17,VIL-007,Najafgarh,South West Delhi,Delhi,6.76,1.54,0.451,482.1,0.0,31.6,92.3,3,2,2,9.3,1.47,0.00093,50,1
2024-02-18,VIL-007,Najafgarh,South West Delhi,Delhi,6.37,3.38,0.177,40.3,38.9,28.7,83.9,2,1,4,38.9,1.86,0.00429,20,0
2024-02-19,VIL-007,Najafgarh,South West Delhi,Delhi,6.73,4.13,0.662,77.5,11.1,23.6,71.5,0,3,2,50.0,2.15,0.00843,25,0
2024-02-20,VIL-007,Najafgarh,South West Delhi,Delhi,5.98,1.73,0.464,72.0,0.0,29.7,81.5,5,4,2,50.0,2.08,0.00636,0,0
2024-02-21,VIL-007,Najafgarh,South West Delhi,Delhi,7.06,1.55,0.484,47.4,3.5,33.0,99.0,4,2,2,14.6,2.26,0.01,0,0
2024-02-22,VIL-007,Najafgarh,South West Delhi,Delhi,7.45,3.42,0.159,57.2,12.6,28.3,75.9,1,1,4,16.1,2.54,0.00273,20,0
2024-02-23,VIL-007,Najafgarh,South West Delhi,Delhi,6.29,2.27,0.155,104.2,0.0,33.1,86.5,3,1,2,16.1,2.57,0.00147,55,1
2024-02-24,VIL-007,Najafgarh,South West Delhi,Delhi,7.11,5.72,0.224,55.1,0.0,30.5,69.8,0,3,2,12.6,3.17,0.00399,25,0
2024-02-25,VIL-007,Najafgarh,South West Delhi,Delhi,6.62,1.84,0.483,38.9,0.0,30.2,87.8,0,2,1,0.0,2.95,0.01211,0,0
2024-02-26,VIL-007,Najafgarh,South West Delhi,Delhi,7.5,2.39,0.142,70.5,12.4,27.7,85.9,1,0,3,12.4,2.7,0.00199,20,0
2024-02-27,VIL-007,Najafgarh,South West Delhi,Delhi,5.71,0.39,0.43,2.4,6.3,23.2,67.7,3,5,4,18.7,2.51,0.12647,0,0
2024-02-28,VIL-007,Najafgarh,South West Delhi,Delhi,7.53,5.06,0.613,7.5,0.9,27.3,84.3,1,4,2,19.6,3.01,0.07212,25,0
2024-02-29,VIL-007,Najafgarh,South West Delhi,Delhi,6.01,1.54,0.223,8.7,44.8,27.3,84.9,0,1,1,52.0,2.74,0.02299,15,0
2024-03-01,VIL-007,Najafgarh,South West Delhi,Delhi,6.97,3.55,0.181,36.1,0.2,31.3,83.9,6,3,1,45.9,2.93,0.00488,20,0
2024-03-02,VIL-007,Najafgarh,South West Delhi,Delhi,6.67,1.57,0.218,133.5,0.0,28.9,74.5,1,0,3,45.0,2.33,0.00162,35,1
2024-03-03,VIL-007,Najafgarh,South West Delhi,Delhi,6.88,0.2,0.32,67.0,10.7,33.3,89.7,1,0,2,10.9,2.1,0.00471,0,0
2024-03-04,VIL-007,Najafgarh,South West Delhi,Delhi,6.18,1.43,0.521,233.9,6.9,30.1,63.8,1,1,0,17.6,1.96,0.00222,35,1
2024-03-05,VIL-007,Najafgarh,South West Delhi,Delhi,8.1,0.45,0.532,2.6,14.5,27.0,75.1,0,3,5,32.1,1.97,0.14778,0,0
2024-03-06,VIL-007,Najafgarh,South West Delhi,Delhi,6.33,1.42,0.494,83.2,0.0,25.7,76.3,1,1,4,21.4,1.45,0.00587,0,0
2024-03-07,VIL-007,Najafgarh,South West Delhi,Delhi,6.38,1.09,0.0,24.5,5.3,26.6,89.1,3,0,1,19.8,1.39,0.0,35,1
2024-03-08,VIL-007,Najafgarh,South West Delhi,Delhi,8.18,0.63,0.316,1.5,1.7,29.6,63.4,0,6,3,7.0,0.97,0.1264,20,0
2024-03-09,VIL-007,Najafgarh,South West Delhi,Delhi,7.29,0.37,0.191,113.6,2.7,27.5,77.9,0,1,0,9.7,0.8,0.00167,55,1
2024-03-10,VIL-007,Najafgarh,South West Delhi,Delhi,6.35,3.65,0.423,11.5,0.0,24.7,69.1,2,1,0,4.4,1.29,0.03384,0,0
2024-03-11,VIL-007,Najafgarh,South West Delhi,Delhi,7.02,3.94,0.512,15.7,0.0,33.0,76.3,1,1,1,2.7,1.65,0.03066,0,0
2024-03-12,VIL-007,Najafgarh,South West Delhi,Delhi,6.96,0.86,0.26,27.1,0.0,29.6,79.7,0,0,3,0.0,1.71,0.00925,0,0
2024-03-13,VIL-007,Najafgarh,South West Delhi,Delhi,6.09,1.91,0.696,100.9,20.4,30.1,59.7,1,1,1,20.4,1.78,0.00683,35,1
2024-03-14,VIL-007,Najafgarh,South West Delhi,Delhi,6.65,1.75,0.187,63.7,28.3,25.7,90.2,1,3,0,48.7,1.87,0.00289,20,0
2024-03-15,VIL-007,Najafgarh,South West Delhi,Delhi,7.08,1.23,0.446,20.0,0.0,24.8,80.1,3,0,6,48.7,1.96,0.02124,0,0
2024-03-16,VIL-007,Najafgarh,South West Delhi,Delhi,7.86,0.91,0.736,12.0,19.9,28.4,64.7,1,0,1,48.2,2.04,0.05662,0,0
2024-03-17,VIL-007,Najafgarh,South West Delhi,Delhi,6.99,0.58,0.515,7.5,0.0,20.9,70.9,4,2,1,19.9,1.6,0.06059,0,0
2024-03-18,VIL-007,Najafgarh,South West Delhi,Delhi,7.03,5.78,0.457,10.5,0.0,32.1,92.9,2,1,1,19.9,1.86,0.03974,25,0
2024-03-19,VIL-007,Najafgarh,South West Delhi,Delhi,6.61,5.02,0.319,131.7,0.0,26.2,80.0,5,0,0,0.0,2.45,0.0024,60,1
2024-03-20,VIL-007,Najafgarh,South West Delhi,Delhi,7.76,1.51,0.46,166.4,0.0,27.9,63.4,2,1,1,0.0,2.4,0.00275,35,1
2024-03-21,VIL-007,Najafgarh,South West Delhi,Delhi,7.64,3.58,0.251,223.6,5.0,30.7,65.6,4,1,3,5.0,2.66,0.00112,35,1
2024-03-22,VIL-007,Najafgarh,South West Delhi,Delhi,7.57,1.93,0.553,117.0,0.0,28.1,82.5,4,3,0,5.0,2.76,0.00469,35,1
2024-03-23,VIL-007,Najafgarh,South West Delhi,Delhi,7.17,0.25,0.22,141.9,0.0,24.3,83.9,4,1,0,5.0,2.66,0.00154,35,1
2024-03-24,VIL-007,Najafgarh,South West Delhi,Delhi,6.14,4.84,0.305,110.1,0.0,35.0,79.4,2,4,2,0.0,3.27,0.00275,60,1
2024-03-25,VIL-007,Najafgarh,South West Delhi,Delhi,7.75,0.69,0.199,206.1,38.7,22.9,71.5,2,2,1,38.7,2.55,0.00096,70,2
2024-03-26,VIL-007,Najafgarh,South West Delhi,Delhi,7.13,3.44,0.288,121.5,0.0,20.1,84.7,0,5,0,38.7,2.32,0.00235,35,1
2024-03-27,VIL-007,Najafgarh,South West Delhi,Delhi,6.91,2.1,0.268,40.3,0.0,32.5,71.3,1,2,1,38.7,2.4,0.00649,0,0
2024-03-28,VIL-007,Najafgarh,South West Delhi,Delhi,7.37,3.28,0.0,25.4,0.0,23.2,64.7,4,4,1,0.0,2.36,0.0,35,1
2024-03-29,VIL-007,Najafgarh,South West Delhi,Delhi,7.23,1.78,0.356,57.0,0.0,34.0,94.0,3,4,3,0.0,2.34,0.00614,0,0
2024-03-30,VIL-007,Najafgarh,South West Delhi,Delhi,6.46,3.4,0.263,60.9,0.0,30.5,80.9,1,4,1,0.0,2.79,0.00425,0,0
2024-03-31,VIL-007,Najafgarh,South West Delhi,Delhi,6.91,0.2,0.114,55.6,0.0,30.1,65.6,1,2,4,0.0,2.13,0.00201,20,0
2024-04-01,VIL-007,Najafgarh,South West Delhi,Delhi,5.96,0.2,0.227,79.7,0.0,26.7,76.6,3,2,2,0.0,2.06,0.00281,0,0
2024-04-02,VIL-007,Najafgarh,South West Delhi,Delhi,7.15,6.35,0.415,78.0,0.0,25.7,75.3,3,0,5,0.0,2.47,0.00525,25,0
2024-04-03,VIL-007,Najafgarh,South West Delhi,Delhi,7.9,3.88,0.031,5.9,0.0,27.5,70.8,1,1,2,0.0,2.73,0.00449,20,0
2024-04-04,VIL-007,Najafgarh,South West Delhi,Delhi,6.02,4.94,0.321,21.9,0.0,25.5,77.8,1,4,4,0.0,2.96,0.01402,25,0
2024-04-05,VIL-007,Najafgarh,South West Delhi,Delhi,7.18,1.71,0.556,143.4,37.7,33.8,63.9,1,3,4,37.7,2.95,0.00385,35,1
2024-04-06,VIL-007,Najafgarh,South West Delhi,Delhi,7.5,1.72,0.272,58.0,0.0,26.0,85.5,2,1,4,37.7,2.71,0.00461,0,0
2024-04-07,VIL-007,Najafgarh,South West Delhi,Delhi,7.59,2.14,0.613,25.9,17.8,31.0,74.9,0,1,2,55.5,2.99,0.02279,15,0
2024-04-08,VIL-007,Najafgarh,South West Delhi,Delhi,6.65,0.78,0.544,123.5,0.0,33.0,55.7,5,3,2,17.8,3.07,0.00437,35,1
2024-04-09,VIL-007,Najafgarh,South West Delhi,Delhi,6.44,3.7,0.416,18.6,0.0,25.5,72.3,2,3,0,17.8,2.7,0.02122,0,0
2024-04-10,VIL-007,Najafgarh,South West Delhi,Delhi,6.75,4.95,0.346,34.2,0.0,30.5,67.6,3,1,1,0.0,2.85,0.00983,25,0
2024-04-11,VIL-007,Najafgarh,South West Delhi,Delhi,7.81,6.66,0.351,21.0,19.2,25.4,39.1,1,1,4,19.2,3.09,0.01595,25,0
2024-04-12,VIL-007,Najafgarh,South West Delhi,Delhi,6.07,2.04,0.438,133.3,22.3,28.3,73.1,0,1,3,41.5,3.14,0.00326,35,1
2024-04-13,VIL-007,Najafgarh,South West Delhi,Delhi,6.37,1.5,0.71,84.7,23.0,27.2,87.4,3,2,1,64.5,3.11,0.00828,15,0
2024-04-14,VIL-007,Najafgarh,South West Delhi,Delhi,6.82,4.98,0.44,40.1,0.0,26.2,73.7,0,0,1,45.3,3.52,0.01071,25,0
2024-04-15,VIL-007,Najafgarh,South West Delhi,Delhi,6.51,3.91,0.618,175.0,0.0,29.6,83.5,1,5,3,23.0,3.96,0.00351,35,1
2024-04-16,VIL-007,Najafgarh,South West Delhi,Delhi,7.07,5.65,0.141,170.5,0.0,24.1,75.1,3,2,3,0.0,4.24,0.00082,95,2
2024-04-17,VIL-007,Najafgarh,South West Delhi,Delhi,7.95,2.99,0.253,80.8,2.2,32.7,69.5,2,3,1,2.2,3.96,0.00309,0,0
2024-04-18,VIL-007,Najafgarh,South West Delhi,Delhi,6.38,6.02,0.353,144.7,41.2,24.7,66.2,1,1,1,43.4,3.87,0.00242,60,1
2024-04-19,VIL-007,Najafgarh,South West Delhi,Delhi,7.01,0.26,0.592,82.6,0.0,23.9,59.6,1,0,1,43.4,3.62,0.00708,0,0
2024-04-20,VIL-007,Najafgarh,South West Delhi,Delhi,7.1,3.19,0.028,64.3,23.4,28.0,86.1,4,3,2,64.6,3.86,0.00043,50,1
2024-04-21,VIL-007,Najafgarh,South West Delhi,Delhi,6.9,0.26,0.893,35.5,0.0,27.5,83.8,7,0,0,23.4,3.18,0.02447,0,0
2024-04-22,VIL-007,Najafgarh,South West Delhi,Delhi,6.15,3.87,0.35,20.8,0.0,30.4,71.7,1,1,5,23.4,3.18,0.01606,0,0
2024-04-23,VIL-007,Najafgarh,South West Delhi,Delhi,6.72,2.77,0.562,4.0,0.0,29.3,50.7,1,3,2,0.0,2.77,0.1124,0,0
2024-04-24,VIL-007,Najafgarh,South West Delhi,Delhi,6.72,0.2,0.347,104.9,0.0,22.5,80.7,0,2,3,0.0,2.37,0.00328,35,1
2024-04-25,VIL-007,Najafgarh,South West Delhi,Delhi,7.48,2.56,0.203,8.5,54.7,32.9,64.1,3,1,1,54.7,1.87,0.02137,15,0
2024-04-26,VIL-007,Najafgarh,South West Delhi,Delhi,7.35,0.44,0.658,34.3,0.0,27.9,76.7,0,1,0,54.7,1.9,0.01864,15,0
2024-04-27,VIL-007,Najafgarh,South West Delhi,Delhi,6.17,0.43,0.315,17.4,18.6,30.0,56.5,1,4,3,73.3,1.5,0.01712,15,0
2024-04-28,VIL-007,Najafgarh,South West Delhi,Delhi,6.87,0.46,0.22,39.4,3.3,37.8,76.1,4,7,0,21.9,1.53,0.00545,20,0
2024-04-29,VIL-007,Najafgarh,South West Delhi,Delhi,6.8,1.85,0.419,24.6,0.0,34.1,73.4,2,1,1,21.9,1.24,0.01637,0,0
2024-04-30,VIL-007,Najafgarh,South West Delhi,Delhi,8.27,0.34,0.457,115.1,74.6,29.8,46.1,2,1,3,77.9,0.9,0.00394,50,1
2024-05-01,VIL-007,Najafgarh,South West Delhi,Delhi,7.28,0.38,0.41,248.6,0.0,23.5,94.4,5,0,2,74.6,0.92,0.00164,50,1
2024-05-02,VIL-007,Najafgarh,South West Delhi,Delhi,6.45,0.83,0.425,184.6,0.0,23.6,71.1,4,3,1,74.6,0.68,0.00229,50,1
2024-05-03,VIL-007,Najafgarh,South West Delhi,Delhi,6.63,0.2,0.419,63.3,14.3,33.6,71.9,0,0,1,14.3,0.64,0.00652,0,0
2024-05-04,VIL-007,Najafgarh,South West Delhi,Delhi,6.87,0.9,0.572,252.0,1.7,27.4,81.4,1,1,4,16.0,0.71,0.00226,35,1
2024-05-05,VIL-007,Najafgarh,South West Delhi,Delhi,7.32,2.7,0.36,33.3,3.8,28.3,74.4,0,4,7,19.8,1.03,0.0105,0,0
2024-05-06,VIL-007,Najafgarh,South West Delhi,Delhi,7.39,2.58,0.233,48.0,13.9,24.4,79.4,1,2,1,19.4,1.13,0.00476,0,0
2024-05-07,VIL-007,Najafgarh,South West Delhi,Delhi,7.22,9.78,0.48,19.3,59.4,30.8,61.3,1,2,1,77.1,2.48,0.02365,40,1
2024-05-08,VIL-007,Najafgarh,South West Delhi,Delhi,6.97,0.36,0.0,148.4,0.0,33.6,73.3,4,5,0,73.3,2.48,0.0,85,2
2024-05-09,VIL-007,Najafgarh,South West Delhi,Delhi,7.02,5.62,0.458,12.9,43.8,35.1,52.1,2,4,3,103.2,3.16,0.03295,40,1
2024-05-10,VIL-007,Najafgarh,South West Delhi,Delhi,7.02,1.39,0.621,61.3,41.2,27.2,72.1,3,0,0,85.0,3.33,0.00997,15,0
2024-05-11,VIL-007,Najafgarh,South West Delhi,Delhi,6.03,1.37,0.487,104.4,35.0,31.6,92.3,5,1,1,120.0,3.4,0.00462,50,1
2024-05-12,VIL-007,Najafgarh,South West Delhi,Delhi,7.06,1.2,0.064,58.8,0.0,28.6,56.9,2,0,4,76.2,3.19,0.00107,35,1
2024-05-13,VIL-007,Najafgarh,South West Delhi,Delhi,6.75,0.37,0.61,5.3,0.0,32.5,70.8,1,1,2,35.0,2.87,0.09683,0,0
2024-05-14,VIL-007,Najafgarh,South West Delhi,Delhi,6.11,1.82,0.251,61.4,0.0,29.0,49.5,1,1,2,0.0,1.73,0.00402,0,0
2024-05-15,VIL-007,Najafgarh,South West Delhi,Delhi,8.55,4.34,0.386,94.7,0.0,25.7,75.1,2,4,5,0.0,2.3,0.00403,25,0
2024-05-16,VIL-007,Najafgarh,South West Delhi,Delhi,7.29,5.83,0.582,13.5,13.3,34.3,80.6,2,2,4,13.3,2.33,0.04014,25,0
2024-05-17,VIL-007,Najafgarh,South West Delhi,Delhi,7.11,9.22,0.239,86.8,1.5,29.4,79.6,1,3,0,14.8,3.45,0.00272,25,0
2024-05-18,VIL-007,Najafgarh,South West Delhi,Delhi,6.88,4.31,0.375,137.1,5.8,27.6,67.8,2,5,1,20.6,3.87,0.00272,60,1
2024-05-19,VIL-007,Najafgarh,South West Delhi,Delhi,7.54,2.73,0.115,279.6,0.0,29.7,49.3,0,2,0,7.3,4.09,0.00041,70,2
2024-05-20,VIL-007,Najafgarh,South West Delhi,Delhi,6.4,1.93,0.316,34.3,0.0,26.1,60.1,4,1,1,5.8,4.31,0.00895,0,0
2024-05-21,VIL-007,Najafgarh,South West Delhi,Delhi,6.91,5.82,0.14,1.7,15.1,30.7,90.1,2,1,1,15.1,4.88,0.05185,45,1
2024-05-22,VIL-007,Najafgarh,South West Delhi,Delhi,6.53,3.77,0.437,35.3,0.0,28.2,85.5,3,2,4,15.1,4.8,0.01204,0,0
2024-05-23,VIL-007,Najafgarh,South West Delhi,Delhi,7.53,0.49,0.089,70.2,0.0,25.8,73.9,2,2,2,15.1,4.04,0.00125,20,0
2024-05-24,VIL-007,Najafgarh,South West Delhi,Delhi,6.6,3.21,0.334,144.3,0.0,38.5,76.9,2,1,3,0.0,3.18,0.0023,35,1
2024-05-25,VIL-007,Najafgarh,South West Delhi,Delhi,7.76,1.58,0.248,180.9,13.9,25.0,62.7,1,2,5,13.9,2.79,0.00136,35,1
2024-05-26,VIL-007,Najafgarh,South West Delhi,Delhi,7.04,2.54,0.221,156.2,45.7,30.4,90.5,3,0,2,59.6,2.76,0.00141,50,1
2024-05-27,VIL-007,Najafgarh,South West Delhi,Delhi,7.56,6.4,0.548,69.7,10.6,29.2,66.4,1,4,1,70.2,3.4,0.00775,40,1
2024-05-28,VIL-007,Najafgarh,South West Delhi,Delhi,7.34,2.96,0.157,74.6,0.0,24.9,80.2,2,2,1,56.3,2.99,0.00208,35,1
2024-05-29,VIL-007,Najafgarh,South West Delhi,Delhi,7.74,7.82,0.252,0.2,0.0,27.7,59.1,2,3,2,10.6,3.57,0.21,25,0
2024-05-30,VIL-007,Najafgarh,South West Delhi,Delhi,6.54,5.64,0.385,29.4,0.0,23.6,72.9,1,2,2,0.0,4.31,0.01266,25,0
2024-05-31,VIL-007,Najafgarh,South West Delhi,Delhi,7.64,0.39,0.466,154.3,5.7,37.3,90.0,0,2,1,5.7,3.9,0.003,35,1
2024-06-01,VIL-007,Najafgarh,South West Delhi,Delhi,5.98,0.2,0.025,76.0,0.0,27.9,63.6,2,1,2,5.7,3.71,0.00032,35,1
2024-06-02,VIL-007,Najafgarh,South West Delhi,Delhi,7.13,1.36,0.318,41.0,0.0,28.3,84.0,2,3,0,5.7,3.54,0.00757,0,0
2024-06-03,VIL-007,Najafgarh,South West Delhi,Delhi,6.77,5.61,0.486,7.2,18.9,36.8,62.0,4,1,4,18.9,3.43,0.05927,25,0
2024-06-04,VIL-007,Najafgarh,South West Delhi,Delhi,6.26,0.73,0.649,18.4,5.0,25.7,64.2,4,2,2,23.9,3.11,0.03345,0,0
2024-06-05,VIL-007,Najafgarh,South West Delhi,Delhi,6.56,3.29,0.356,52.6,0.0,34.2,74.9,1,2,3,23.9,2.46,0.00664,0,0
2024-06-06,VIL-007,Najafgarh,South West Delhi,Delhi,6.72,1.81,0.098,148.1,0.0,31.4,86.7,3,1,2,5.0,1.91,0.00066,70,2
2024-06-07,VIL-007,Najafgarh,South West Delhi,Delhi,6.98,3.84,0.348,6.5,0.0,21.1,71.4,1,0,2,0.0,2.41,0.0464,0,0
2024-06-08,VIL-007,Najafgarh,South West Delhi,Delhi,6.79,0.5,0.263,10.9,0.0,27.5,82.4,1,2,1,0.0,2.45,0.0221,0,0
2024-06-09,VIL-007,Najafgarh,South West Delhi,Delhi,7.15,0.77,0.411,69.2,0.0,30.7,88.7,2,2,3,0.0,2.36,0.00585,0,0
2024-06-10,VIL-007,Najafgarh,South West Delhi,Delhi,6.6,0.78,0.681,22.6,0.0,29.1,65.7,2,4,1,0.0,1.67,0.02886,0,0
2024-06-11,VIL-007,Najafgarh,South West Delhi,Delhi,6.81,2.23,0.139,12.1,6.1,29.2,56.7,5,4,2,6.1,1.89,0.01061,20,0
2024-06-12,VIL-007,Najafgarh,South West Delhi,Delhi,6.93,0.96,0.547,12.8,0.0,26.6,70.7,2,1,2,6.1,1.56,0.03964,0,0
2024-06-13,VIL-007,Najafgarh,South West Delhi,Delhi,7.21,4.68,0.513,44.1,0.0,26.1,90.3,1,3,1,6.1,1.97,0.01137,25,0
2024-06-14,VIL-007,Najafgarh,South West Delhi,Delhi,7.61,1.19,0.468,57.0,41.6,27.8,65.2,1,1,0,41.6,1.59,0.00807,0,0
2024-06-15,VIL-007,Najafgarh,South West Delhi,Delhi,7.61,3.03,0.397,152.6,49.2,36.8,87.2,3,1,2,90.8,1.95,0.00258,50,1
2024-06-16,VIL-007,Najafgarh,South West Delhi,Delhi,7.24,8.31,0.723,49.1,0.0,25.4,71.8,3,2,2,90.8,3.03,0.01443,40,1
2024-06-17,VIL-007,Najafgarh,South West Delhi,Delhi,7.36,2.61,0.582,76.4,0.0,27.1,96.1,2,2,4,49.2,3.29,0.00752,0,0
2024-06-18,VIL-007,Najafgarh,South West Delhi,Delhi,7.29,0.78,0.245,13.0,17.7,29.1,99.0,1,5,4,17.7,3.08,0.0175,0,0
2024-06-19,VIL-007,Najafgarh,South West Delhi,Delhi,6.91,4.97,0.359,81.2,0.0,23.1,87.4,2,2,1,17.7,3.65,0.00437,25,0
2024-06-20,VIL-007,Najafgarh,South West Delhi,Delhi,7.64,0.2,0.155,68.0,0.0,30.7,55.2,4,1,3,17.7,3.01,0.00225,20,0
2024-06-21,VIL-007,Najafgarh,South West Delhi,Delhi,6.55,0.83,0.6,15.8,0.0,23.8,46.2,2,1,1,0.0,2.96,0.03571,0,0
2024-06-22,VIL-007,Najafgarh,South West Delhi,Delhi,5.87,1.37,0.358,71.9,0.0,24.7,75.7,3,3,1,0.0,2.72,0.00491,0,0
2024-06-23,VIL-007,Najafgarh,South West Delhi,Delhi,6.48,0.61,0.004,15.4,0.0,24.5,85.9,1,3,2,0.0,1.62,0.00024,35,1
2024-06-24,VIL-007,Najafgarh,South West Delhi,Delhi,7.94,2.59,0.0,58.5,19.1,22.4,81.0,2,2,2,19.1,1.62,0.0,35,1
2024-06-25,VIL-007,Najafgarh,South West Delhi,Delhi,6.92,2.29,0.25,71.8,39.1,34.1,66.3,2,1,5,58.2,1.84,0.00343,15,0
2024-06-26,VIL-007,Najafgarh,South West Delhi,Delhi,7.26,1.46,0.198,76.8,8.7,31.1,57.2,4,2,2,66.9,1.34,0.00254,35,1
2024-06-27,VIL-007,Najafgarh,South West Delhi,Delhi,6.94,0.98,0.27,156.0,2.3,32.7,86.2,0,4,1,50.1,1.45,0.00172,50,1
2024-06-28,VIL-007,Najafgarh,South West Delhi,Delhi,7.44,1.59,0.313,192.0,0.2,32.3,97.3,3,2,1,11.2,1.56,0.00162,35,1
2024-06-29,VIL-007,Najafgarh,South West Delhi,Delhi,7.14,0.96,0.583,108.0,9.4,28.3,67.0,2,3,3,11.9,1.5,0.00535,35,1
2024-06-30,VIL-007,Najafgarh,South West Delhi,Delhi,7.06,0.7,0.606,137.1,0.0,28.9,84.9,3,1,3,9.6,1.51,0.00439,35,1
2024-07-01,VIL-007,Najafgarh,South West Delhi,Delhi,7.47,1.21,0.752,1.3,0.0,33.1,99.0,2,2,2,9.4,1.31,0.32696,0,0
2024-07-02,VIL-007,Najafgarh,South West Delhi,Delhi,6.82,2.58,0.658,29.3,0.0,35.6,72.7,3,2,1,0.0,1.35,0.02172,0,0
2024-07-03,VIL-007,Najafgarh,South West Delhi,Delhi,7.32,2.93,0.463,2.6,19.6,24.0,73.0,1,4,2,19.6,1.56,0.12861,0,0
2024-07-04,VIL-007,Najafgarh,South West Delhi,Delhi,7.0,0.99,0.098,16.6,18.3,39.1,81.7,3,0,4,37.9,1.57,0.00557,20,0
2024-07-05,VIL-007,Najafgarh,South West Delhi,Delhi,7.04,8.25,0.494,31.3,43.8,23.7,71.6,3,3,2,81.7,2.52,0.01529,40,1
2024-07-06,VIL-007,Najafgarh,South West Delhi,Delhi,6.61,0.85,0.066,131.4,21.7,27.2,91.1,0,2,3,83.8,2.5,0.0005,85,2
2024-07-07,VIL-007,Najafgarh,South West Delhi,Delhi,6.97,3.49,0.41,46.6,3.2,29.3,70.2,2,3,1,68.7,2.9,0.00861,15,0
2024-07-08,VIL-007,Najafgarh,South West Delhi,Delhi,6.78,0.24,0.082,68.0,25.1,29.7,74.6,1,2,2,50.0,2.76,0.00119,20,0
2024-07-09,VIL-007,Najafgarh,South West Delhi,Delhi,7.78,3.06,0.7,29.3,0.0,36.9,57.7,3,3,2,28.3,2.83,0.0231,0,0
